grid_id,休闲POI_密度,办公POI_密度,公共服务POI_密度,交通设施POI_密度,居住POI_密度,总POI密度
516.0,188.0,40.0,72.0,68.0,20.0,388.0
517.0,20.0,16.0,68.0,20.0,0.0,124.0
518.0,84.0,72.0,76.0,160.0,16.0,408.0
519.0,100.0,664.0,72.0,124.0,24.0,984.0
520.0,364.0,84.0,84.0,148.0,44.0,724.0
521.0,568.0,56.0,264.0,172.0,120.0,1180.0
522.0,1244.0,60.0,568.0,128.0,88.0,2088.0
523.0,708.0,936.0,496.0,344.0,164.0,2648.0
524.0,96.0,220.0,104.0,320.0,88.0,828.0
525.0,232.0,936.0,200.0,232.0,176.0,1776.0
526.0,376.0,516.0,240.0,252.0,144.0,1528.0
527.0,76.0,124.0,108.0,168.0,40.0,516.0
528.0,624.0,288.0,316.0,208.0,188.0,1624.0
529.0,124.0,44.0,92.0,132.0,40.0,432.0
530.0,444.0,188.0,248.0,184.0,68.0,1132.0
531.0,232.0,40.0,192.0,248.0,52.0,764.0
532.0,448.0,148.0,368.0,204.0,92.0,1260.0
533.0,612.0,40.0,380.0,216.0,80.0,1328.0
534.0,704.0,120.0,300.0,160.0,64.0,1348.0
535.0,272.0,296.0,196.0,96.0,76.0,936.0
536.0,24.0,0.0,4.0,0.0,4.0,32.0
537.0,448.0,96.0,232.0,136.0,44.0,956.0
538.0,308.0,120.0,172.0,68.0,48.0,716.0
539.0,616.0,176.0,260.0,156.0,132.0,1340.0
540.0,12.0,8.0,28.0,28.0,28.0,104.0
542.0,8.0,28.0,16.0,0.0,0.0,52.0
543.0,24.0,20.0,0.0,12.0,0.0,56.0
544.0,36.0,28.0,16.0,24.0,0.0,104.0
545.0,28.0,24.0,32.0,4.0,0.0,88.0
546.0,4.0,4.0,0.0,0.0,0.0,8.0
547.0,192.0,64.0,136.0,16.0,8.0,416.0
548.0,40.0,16.0,16.0,4.0,0.0,76.0
549.0,4.0,0.0,0.0,0.0,0.0,4.0
550.0,4.0,0.0,0.0,0.0,0.0,4.0
551.0,96.0,44.0,28.0,16.0,4.0,188.0
552.0,36.0,56.0,12.0,12.0,0.0,116.0
553.0,8.0,20.0,0.0,4.0,0.0,32.0
554.0,28.0,16.0,60.0,16.0,8.0,128.0
555.0,0.0,4.0,4.0,0.0,0.0,8.0
556.0,12.0,52.0,16.0,20.0,16.0,116.0
557.0,64.0,96.0,24.0,36.0,8.0,228.0
558.0,32.0,32.0,32.0,48.0,8.0,152.0
559.0,28.0,8.0,12.0,36.0,12.0,96.0
560.0,0.0,16.0,4.0,8.0,0.0,28.0
562.0,136.0,12.0,68.0,56.0,4.0,276.0
563.0,272.0,8.0,232.0,68.0,16.0,596.0
564.0,24.0,4.0,24.0,28.0,8.0,88.0
565.0,96.0,32.0,88.0,80.0,28.0,324.0
566.0,32.0,4.0,20.0,20.0,0.0,76.0
567.0,264.0,60.0,160.0,88.0,40.0,612.0
568.0,184.0,52.0,120.0,80.0,20.0,456.0
569.0,716.0,128.0,448.0,184.0,88.0,1564.0
570.0,128.0,8.0,56.0,72.0,12.0,276.0
571.0,112.0,4.0,112.0,104.0,40.0,372.0
572.0,428.0,228.0,320.0,224.0,124.0,1324.0
573.0,692.0,220.0,548.0,308.0,100.0,1868.0
574.0,428.0,24.0,172.0,136.0,40.0,800.0
575.0,160.0,240.0,196.0,220.0,48.0,864.0
576.0,244.0,320.0,144.0,220.0,84.0,1012.0
577.0,1904.0,504.0,1716.0,316.0,284.0,4724.0
578.0,780.0,24.0,268.0,136.0,196.0,1404.0
579.0,592.0,80.0,408.0,268.0,112.0,1460.0
580.0,56.0,16.0,96.0,116.0,64.0,348.0
581.0,396.0,72.0,252.0,172.0,92.0,984.0
582.0,524.0,36.0,156.0,208.0,84.0,1008.0
583.0,496.0,56.0,340.0,160.0,64.0,1116.0
584.0,452.0,104.0,144.0,212.0,60.0,972.0
585.0,8.0,12.0,12.0,28.0,0.0,60.0
586.0,192.0,60.0,152.0,104.0,24.0,532.0
587.0,836.0,132.0,244.0,148.0,76.0,1436.0
588.0,1252.0,276.0,112.0,200.0,68.0,1908.0
589.0,88.0,108.0,28.0,56.0,16.0,296.0
590.0,0.0,4.0,4.0,8.0,0.0,16.0
591.0,32.0,16.0,0.0,20.0,0.0,68.0
592.0,16.0,4.0,4.0,4.0,4.0,32.0
593.0,24.0,8.0,0.0,8.0,0.0,40.0
594.0,116.0,36.0,20.0,40.0,12.0,224.0
595.0,8.0,12.0,0.0,0.0,4.0,24.0
596.0,60.0,48.0,72.0,12.0,0.0,192.0
597.0,20.0,40.0,20.0,12.0,0.0,92.0
598.0,12.0,44.0,28.0,0.0,4.0,88.0
599.0,4.0,12.0,12.0,0.0,4.0,32.0
600.0,52.0,28.0,40.0,12.0,4.0,136.0
601.0,12.0,28.0,4.0,0.0,0.0,44.0
602.0,20.0,52.0,8.0,4.0,4.0,88.0
603.0,0.0,12.0,4.0,20.0,4.0,40.0
605.0,8.0,20.0,32.0,32.0,4.0,96.0
606.0,16.0,248.0,32.0,48.0,12.0,356.0
607.0,16.0,100.0,16.0,24.0,8.0,164.0
608.0,104.0,8.0,68.0,8.0,12.0,200.0
609.0,56.0,28.0,20.0,36.0,0.0,140.0
610.0,8.0,8.0,12.0,20.0,4.0,52.0
611.0,552.0,28.0,68.0,28.0,8.0,684.0
612.0,0.0,16.0,16.0,20.0,0.0,52.0
613.0,20.0,12.0,8.0,24.0,4.0,68.0
614.0,144.0,36.0,52.0,40.0,4.0,276.0
615.0,104.0,8.0,84.0,84.0,28.0,308.0
616.0,1072.0,92.0,472.0,136.0,80.0,1852.0
617.0,1040.0,104.0,676.0,304.0,84.0,2208.0
618.0,184.0,260.0,204.0,152.0,108.0,908.0
619.0,620.0,36.0,320.0,196.0,216.0,1388.0
620.0,524.0,32.0,376.0,188.0,48.0,1168.0
621.0,1284.0,64.0,480.0,76.0,128.0,2032.0
622.0,536.0,32.0,372.0,308.0,144.0,1392.0
623.0,152.0,64.0,160.0,184.0,76.0,636.0
624.0,956.0,396.0,480.0,368.0,144.0,2344.0
625.0,788.0,716.0,264.0,516.0,136.0,2420.0
626.0,452.0,832.0,320.0,328.0,144.0,2076.0
627.0,200.0,164.0,240.0,224.0,84.0,912.0
628.0,144.0,56.0,144.0,184.0,68.0,596.0
629.0,60.0,32.0,36.0,56.0,32.0,216.0
630.0,68.0,16.0,64.0,124.0,44.0,316.0
631.0,172.0,36.0,104.0,92.0,44.0,448.0
632.0,180.0,60.0,96.0,92.0,28.0,456.0
633.0,112.0,40.0,96.0,28.0,28.0,304.0
634.0,292.0,32.0,236.0,80.0,36.0,676.0
635.0,1112.0,228.0,552.0,224.0,236.0,2352.0
636.0,488.0,112.0,168.0,200.0,188.0,1156.0
637.0,584.0,88.0,360.0,188.0,112.0,1332.0
638.0,100.0,108.0,104.0,24.0,12.0,348.0
639.0,36.0,12.0,12.0,24.0,4.0,88.0
640.0,40.0,60.0,28.0,20.0,0.0,148.0
641.0,164.0,36.0,36.0,4.0,4.0,244.0
642.0,28.0,8.0,4.0,12.0,4.0,56.0
643.0,64.0,4.0,4.0,4.0,0.0,76.0
644.0,108.0,108.0,52.0,20.0,28.0,316.0
645.0,60.0,52.0,36.0,32.0,4.0,184.0
646.0,16.0,16.0,8.0,16.0,4.0,60.0
647.0,16.0,4.0,4.0,8.0,4.0,36.0
648.0,60.0,12.0,8.0,16.0,0.0,96.0
649.0,52.0,76.0,36.0,16.0,8.0,188.0
650.0,104.0,40.0,36.0,20.0,8.0,208.0
651.0,4.0,20.0,24.0,28.0,0.0,76.0
652.0,0.0,4.0,0.0,8.0,0.0,12.0
653.0,0.0,4.0,0.0,4.0,0.0,8.0
654.0,20.0,4.0,12.0,16.0,8.0,60.0
655.0,0.0,40.0,16.0,28.0,0.0,84.0
656.0,100.0,4.0,72.0,56.0,0.0,232.0
657.0,20.0,8.0,4.0,36.0,0.0,68.0
658.0,12.0,0.0,0.0,16.0,0.0,28.0
659.0,4.0,0.0,0.0,0.0,0.0,4.0
660.0,0.0,4.0,0.0,16.0,8.0,28.0
661.0,0.0,16.0,0.0,16.0,4.0,36.0
662.0,72.0,16.0,96.0,40.0,16.0,240.0
663.0,60.0,24.0,88.0,52.0,8.0,232.0
664.0,288.0,44.0,252.0,132.0,40.0,756.0
665.0,480.0,52.0,508.0,188.0,8.0,1236.0
666.0,268.0,216.0,224.0,220.0,60.0,988.0
667.0,460.0,392.0,292.0,152.0,40.0,1336.0
668.0,172.0,16.0,52.0,100.0,32.0,372.0
669.0,1192.0,80.0,540.0,160.0,236.0,2208.0
670.0,476.0,208.0,292.0,320.0,64.0,1360.0
671.0,488.0,164.0,260.0,340.0,156.0,1408.0
672.0,1044.0,496.0,404.0,476.0,224.0,2644.0
673.0,892.0,764.0,276.0,520.0,168.0,2620.0
674.0,536.0,256.0,240.0,320.0,148.0,1500.0
675.0,700.0,76.0,280.0,196.0,64.0,1316.0
676.0,148.0,92.0,156.0,184.0,36.0,616.0
677.0,72.0,16.0,68.0,76.0,32.0,264.0
678.0,188.0,20.0,152.0,44.0,52.0,456.0
679.0,716.0,136.0,348.0,148.0,72.0,1420.0
680.0,524.0,24.0,288.0,136.0,48.0,1020.0
681.0,92.0,28.0,176.0,88.0,12.0,396.0
682.0,220.0,52.0,252.0,56.0,24.0,604.0
683.0,612.0,280.0,308.0,80.0,44.0,1324.0
684.0,512.0,100.0,308.0,176.0,116.0,1212.0
685.0,912.0,88.0,632.0,160.0,88.0,1880.0
686.0,164.0,80.0,92.0,100.0,28.0,464.0
687.0,24.0,20.0,24.0,12.0,4.0,84.0
688.0,0.0,28.0,16.0,12.0,4.0,60.0
689.0,8.0,16.0,16.0,8.0,0.0,48.0
690.0,272.0,64.0,72.0,20.0,12.0,440.0
691.0,44.0,56.0,20.0,12.0,4.0,136.0
692.0,16.0,40.0,24.0,16.0,8.0,104.0
693.0,8.0,28.0,40.0,36.0,0.0,112.0
694.0,4.0,8.0,4.0,12.0,0.0,28.0
695.0,12.0,20.0,0.0,4.0,4.0,40.0
696.0,124.0,72.0,100.0,20.0,4.0,320.0
697.0,4.0,20.0,12.0,0.0,0.0,36.0
698.0,60.0,80.0,4.0,4.0,4.0,152.0
699.0,48.0,80.0,68.0,8.0,8.0,212.0
700.0,44.0,20.0,224.0,16.0,4.0,308.0
702.0,16.0,0.0,4.0,12.0,0.0,32.0
703.0,48.0,48.0,32.0,64.0,12.0,204.0
704.0,68.0,108.0,60.0,76.0,24.0,336.0
705.0,8.0,32.0,24.0,8.0,0.0,72.0
706.0,4.0,0.0,0.0,0.0,0.0,4.0
707.0,0.0,0.0,0.0,16.0,0.0,16.0
708.0,8.0,0.0,8.0,4.0,4.0,24.0
709.0,172.0,36.0,144.0,76.0,28.0,456.0
710.0,64.0,84.0,52.0,24.0,12.0,236.0
711.0,124.0,4.0,52.0,24.0,4.0,208.0
712.0,84.0,16.0,24.0,84.0,20.0,228.0
713.0,124.0,16.0,116.0,100.0,24.0,380.0
714.0,248.0,440.0,156.0,116.0,44.0,1004.0
715.0,404.0,176.0,212.0,184.0,68.0,1044.0
716.0,676.0,180.0,236.0,128.0,32.0,1252.0
717.0,756.0,48.0,308.0,148.0,228.0,1488.0
718.0,800.0,148.0,452.0,212.0,272.0,1884.0
719.0,944.0,144.0,568.0,196.0,332.0,2184.0
720.0,544.0,52.0,212.0,140.0,132.0,1080.0
721.0,324.0,272.0,164.0,248.0,128.0,1136.0
722.0,348.0,64.0,124.0,308.0,264.0,1108.0
723.0,1608.0,116.0,388.0,280.0,92.0,2484.0
724.0,124.0,152.0,116.0,148.0,68.0,608.0
725.0,468.0,68.0,316.0,220.0,112.0,1184.0
726.0,808.0,76.0,328.0,184.0,144.0,1540.0
727.0,352.0,148.0,316.0,208.0,112.0,1136.0
728.0,168.0,52.0,160.0,132.0,44.0,556.0
729.0,96.0,44.0,156.0,80.0,24.0,400.0
730.0,244.0,64.0,180.0,52.0,40.0,580.0
731.0,8.0,8.0,12.0,0.0,16.0,44.0
732.0,364.0,40.0,252.0,108.0,64.0,828.0
733.0,576.0,56.0,440.0,104.0,68.0,1244.0
734.0,36.0,20.0,48.0,56.0,8.0,168.0
735.0,160.0,48.0,76.0,112.0,20.0,416.0
736.0,72.0,4.0,20.0,16.0,4.0,116.0
737.0,12.0,0.0,0.0,4.0,4.0,20.0
738.0,168.0,24.0,76.0,8.0,4.0,280.0
739.0,40.0,28.0,44.0,20.0,4.0,136.0
740.0,80.0,80.0,28.0,24.0,16.0,228.0
741.0,44.0,36.0,28.0,64.0,4.0,176.0
742.0,12.0,4.0,0.0,0.0,0.0,16.0
743.0,16.0,36.0,8.0,8.0,0.0,68.0
744.0,432.0,52.0,152.0,24.0,36.0,696.0
745.0,36.0,28.0,4.0,20.0,0.0,88.0
746.0,144.0,60.0,64.0,28.0,16.0,312.0
747.0,116.0,32.0,40.0,4.0,36.0,228.0
748.0,412.0,24.0,328.0,48.0,112.0,924.0
749.0,24.0,8.0,84.0,36.0,4.0,156.0
750.0,0.0,0.0,0.0,16.0,4.0,20.0
751.0,12.0,28.0,32.0,20.0,4.0,96.0
752.0,88.0,24.0,12.0,20.0,28.0,172.0
753.0,4.0,20.0,4.0,16.0,4.0,48.0
754.0,20.0,4.0,8.0,12.0,0.0,44.0
755.0,4.0,4.0,12.0,8.0,0.0,28.0
756.0,184.0,16.0,68.0,48.0,16.0,332.0
757.0,116.0,80.0,156.0,64.0,32.0,448.0
758.0,60.0,48.0,80.0,48.0,56.0,292.0
759.0,780.0,188.0,376.0,220.0,48.0,1612.0
760.0,592.0,84.0,208.0,176.0,64.0,1124.0
761.0,216.0,88.0,240.0,164.0,60.0,768.0
762.0,116.0,36.0,136.0,116.0,60.0,464.0
763.0,168.0,24.0,76.0,56.0,76.0,400.0
764.0,188.0,36.0,116.0,92.0,16.0,448.0
765.0,160.0,168.0,100.0,152.0,76.0,656.0
766.0,784.0,648.0,668.0,376.0,364.0,2840.0
767.0,460.0,36.0,164.0,116.0,32.0,808.0
768.0,92.0,40.0,44.0,80.0,24.0,280.0
769.0,240.0,48.0,196.0,108.0,48.0,640.0
770.0,104.0,48.0,68.0,168.0,12.0,400.0
771.0,348.0,12.0,128.0,48.0,104.0,640.0
772.0,564.0,104.0,316.0,208.0,148.0,1340.0
773.0,828.0,128.0,392.0,272.0,204.0,1824.0
774.0,624.0,120.0,356.0,136.0,244.0,1480.0
775.0,492.0,52.0,300.0,164.0,100.0,1108.0
776.0,364.0,136.0,580.0,248.0,100.0,1428.0
777.0,120.0,48.0,348.0,64.0,36.0,616.0
778.0,532.0,100.0,228.0,100.0,44.0,1004.0
779.0,264.0,28.0,168.0,140.0,32.0,632.0
780.0,816.0,48.0,448.0,184.0,100.0,1596.0
781.0,872.0,104.0,336.0,140.0,56.0,1508.0
782.0,24.0,24.0,24.0,36.0,8.0,116.0
783.0,84.0,40.0,32.0,24.0,24.0,204.0
784.0,212.0,20.0,116.0,12.0,28.0,388.0
785.0,20.0,20.0,20.0,12.0,0.0,72.0
786.0,216.0,56.0,108.0,36.0,20.0,436.0
787.0,52.0,36.0,32.0,36.0,0.0,156.0
788.0,20.0,44.0,24.0,52.0,4.0,144.0
789.0,20.0,20.0,56.0,28.0,4.0,128.0
790.0,16.0,4.0,0.0,4.0,0.0,24.0
791.0,160.0,40.0,72.0,28.0,24.0,324.0
792.0,356.0,40.0,124.0,64.0,40.0,624.0
793.0,40.0,52.0,16.0,20.0,0.0,128.0
794.0,48.0,28.0,4.0,4.0,0.0,84.0
795.0,64.0,4.0,16.0,8.0,12.0,104.0
796.0,148.0,8.0,116.0,28.0,24.0,324.0
797.0,108.0,8.0,212.0,12.0,20.0,360.0
798.0,0.0,8.0,4.0,8.0,0.0,20.0
799.0,44.0,12.0,12.0,8.0,8.0,84.0
800.0,0.0,16.0,16.0,32.0,0.0,64.0
801.0,4.0,4.0,4.0,0.0,8.0,20.0
802.0,8.0,4.0,16.0,20.0,4.0,52.0
804.0,8.0,36.0,16.0,20.0,16.0,96.0
805.0,140.0,32.0,108.0,80.0,44.0,404.0
806.0,20.0,12.0,36.0,52.0,4.0,124.0
807.0,176.0,36.0,128.0,144.0,48.0,532.0
808.0,156.0,28.0,152.0,64.0,24.0,424.0
809.0,72.0,0.0,68.0,40.0,20.0,200.0
810.0,16.0,28.0,24.0,44.0,12.0,124.0
811.0,280.0,84.0,244.0,176.0,92.0,876.0
812.0,52.0,16.0,96.0,148.0,40.0,352.0
813.0,372.0,152.0,296.0,260.0,108.0,1188.0
814.0,460.0,196.0,364.0,276.0,148.0,1444.0
815.0,168.0,28.0,76.0,96.0,92.0,460.0
816.0,716.0,68.0,316.0,232.0,112.0,1444.0
817.0,664.0,96.0,272.0,224.0,120.0,1376.0
818.0,272.0,76.0,284.0,172.0,96.0,900.0
819.0,444.0,68.0,196.0,200.0,128.0,1036.0
820.0,1228.0,232.0,272.0,288.0,236.0,2256.0
821.0,520.0,84.0,344.0,192.0,184.0,1324.0
822.0,724.0,136.0,572.0,356.0,320.0,2108.0
823.0,840.0,156.0,532.0,244.0,248.0,2020.0
824.0,1244.0,640.0,520.0,368.0,288.0,3060.0
825.0,152.0,76.0,512.0,132.0,32.0,904.0
826.0,712.0,56.0,264.0,92.0,40.0,1164.0
827.0,1124.0,36.0,588.0,92.0,644.0,2484.0
828.0,584.0,76.0,444.0,232.0,92.0,1428.0
829.0,364.0,76.0,184.0,112.0,80.0,816.0
830.0,36.0,28.0,36.0,72.0,44.0,216.0
831.0,8.0,12.0,4.0,12.0,4.0,40.0
832.0,16.0,20.0,20.0,40.0,8.0,104.0
834.0,40.0,4.0,20.0,8.0,4.0,76.0
835.0,72.0,16.0,20.0,8.0,4.0,120.0
836.0,392.0,44.0,192.0,24.0,72.0,724.0
837.0,748.0,44.0,128.0,100.0,48.0,1068.0
838.0,888.0,72.0,100.0,20.0,0.0,1080.0
839.0,1256.0,180.0,448.0,68.0,212.0,2164.0
840.0,452.0,68.0,160.0,80.0,20.0,780.0
841.0,344.0,128.0,68.0,20.0,8.0,568.0
842.0,196.0,44.0,100.0,24.0,20.0,384.0
843.0,44.0,52.0,52.0,20.0,8.0,176.0
844.0,8.0,40.0,28.0,24.0,0.0,100.0
845.0,0.0,4.0,0.0,8.0,0.0,12.0
846.0,32.0,4.0,12.0,12.0,40.0,100.0
847.0,188.0,8.0,28.0,44.0,148.0,416.0
848.0,176.0,0.0,52.0,20.0,4.0,252.0
849.0,0.0,0.0,8.0,8.0,12.0,28.0
850.0,156.0,8.0,76.0,48.0,4.0,292.0
851.0,0.0,0.0,0.0,4.0,0.0,4.0
852.0,156.0,28.0,68.0,72.0,16.0,340.0
853.0,188.0,28.0,124.0,88.0,48.0,476.0
854.0,348.0,32.0,316.0,116.0,12.0,824.0
855.0,388.0,64.0,288.0,136.0,128.0,1004.0
856.0,336.0,20.0,192.0,212.0,68.0,828.0
857.0,208.0,60.0,172.0,64.0,52.0,556.0
858.0,228.0,80.0,100.0,76.0,36.0,520.0
859.0,1076.0,40.0,80.0,188.0,60.0,1444.0
860.0,648.0,44.0,212.0,96.0,36.0,1036.0
861.0,1252.0,48.0,432.0,260.0,136.0,2128.0
862.0,764.0,48.0,452.0,116.0,352.0,1732.0
863.0,496.0,256.0,340.0,360.0,184.0,1636.0
864.0,1228.0,112.0,436.0,232.0,144.0,2152.0
865.0,232.0,84.0,176.0,204.0,140.0,836.0
866.0,608.0,64.0,296.0,216.0,128.0,1312.0
867.0,412.0,72.0,104.0,204.0,28.0,820.0
868.0,252.0,32.0,60.0,164.0,60.0,568.0
869.0,508.0,152.0,384.0,252.0,160.0,1456.0
870.0,276.0,24.0,252.0,172.0,100.0,824.0
871.0,172.0,60.0,144.0,144.0,68.0,588.0
872.0,244.0,44.0,168.0,192.0,84.0,732.0
873.0,116.0,112.0,424.0,136.0,64.0,852.0
874.0,520.0,76.0,172.0,164.0,128.0,1060.0
875.0,1088.0,88.0,308.0,160.0,80.0,1724.0
876.0,360.0,64.0,188.0,132.0,44.0,788.0
877.0,476.0,212.0,220.0,324.0,108.0,1340.0
878.0,180.0,64.0,184.0,112.0,64.0,604.0
879.0,152.0,72.0,112.0,76.0,56.0,468.0
880.0,76.0,108.0,68.0,128.0,44.0,424.0
881.0,24.0,20.0,44.0,60.0,8.0,156.0
882.0,4.0,0.0,4.0,12.0,8.0,28.0
883.0,48.0,80.0,52.0,60.0,8.0,248.0
884.0,104.0,32.0,92.0,56.0,16.0,300.0
885.0,12.0,36.0,24.0,72.0,16.0,160.0
886.0,56.0,148.0,64.0,72.0,32.0,372.0
887.0,164.0,72.0,88.0,64.0,48.0,436.0
888.0,84.0,168.0,64.0,76.0,68.0,460.0
889.0,392.0,64.0,164.0,144.0,96.0,860.0
890.0,464.0,44.0,176.0,48.0,100.0,832.0
891.0,604.0,4.0,184.0,32.0,48.0,872.0
892.0,40.0,28.0,44.0,20.0,8.0,140.0
893.0,0.0,16.0,32.0,0.0,0.0,48.0
894.0,0.0,8.0,16.0,8.0,0.0,32.0
895.0,124.0,28.0,88.0,40.0,128.0,408.0
896.0,184.0,44.0,132.0,56.0,24.0,440.0
897.0,44.0,24.0,60.0,24.0,4.0,156.0
898.0,168.0,16.0,84.0,40.0,8.0,316.0
899.0,8.0,0.0,0.0,0.0,0.0,8.0
900.0,0.0,4.0,4.0,0.0,0.0,8.0
902.0,308.0,28.0,168.0,116.0,20.0,640.0
903.0,160.0,20.0,92.0,76.0,16.0,364.0
904.0,476.0,52.0,268.0,168.0,88.0,1052.0
905.0,288.0,28.0,104.0,44.0,48.0,512.0
906.0,56.0,36.0,80.0,84.0,48.0,304.0
907.0,480.0,44.0,300.0,188.0,84.0,1096.0
908.0,308.0,64.0,108.0,156.0,60.0,696.0
909.0,452.0,64.0,176.0,160.0,60.0,912.0
910.0,936.0,88.0,448.0,260.0,476.0,2208.0
911.0,2500.0,240.0,964.0,296.0,336.0,4336.0
912.0,864.0,260.0,508.0,212.0,356.0,2200.0
913.0,324.0,604.0,272.0,416.0,184.0,1800.0
914.0,488.0,152.0,220.0,184.0,116.0,1160.0
915.0,480.0,48.0,324.0,340.0,1148.0,2340.0
916.0,1128.0,112.0,524.0,188.0,224.0,2176.0
917.0,364.0,76.0,208.0,120.0,124.0,892.0
918.0,720.0,84.0,300.0,228.0,108.0,1440.0
919.0,1100.0,176.0,536.0,308.0,356.0,2476.0
920.0,1344.0,96.0,356.0,244.0,772.0,2812.0
921.0,800.0,48.0,184.0,100.0,124.0,1256.0
922.0,516.0,172.0,332.0,280.0,184.0,1484.0
923.0,200.0,64.0,208.0,136.0,84.0,692.0
924.0,408.0,80.0,188.0,88.0,104.0,868.0
925.0,608.0,156.0,400.0,168.0,96.0,1428.0
926.0,208.0,60.0,172.0,192.0,64.0,696.0
927.0,540.0,84.0,424.0,192.0,184.0,1424.0
928.0,304.0,80.0,160.0,140.0,88.0,772.0
929.0,456.0,108.0,268.0,136.0,196.0,1164.0
930.0,396.0,88.0,208.0,128.0,52.0,872.0
931.0,552.0,128.0,140.0,164.0,56.0,1040.0
932.0,212.0,72.0,144.0,168.0,24.0,620.0
933.0,16.0,32.0,12.0,44.0,4.0,108.0
934.0,52.0,88.0,100.0,68.0,28.0,336.0
935.0,696.0,232.0,464.0,240.0,196.0,1828.0
936.0,100.0,168.0,124.0,140.0,68.0,600.0
937.0,152.0,44.0,160.0,124.0,40.0,520.0
938.0,244.0,28.0,124.0,128.0,44.0,568.0
939.0,208.0,36.0,204.0,104.0,20.0,572.0
940.0,300.0,84.0,192.0,80.0,32.0,688.0
941.0,0.0,40.0,0.0,0.0,4.0,44.0
942.0,0.0,4.0,0.0,0.0,8.0,12.0
943.0,4.0,8.0,12.0,24.0,4.0,52.0
944.0,0.0,0.0,8.0,0.0,0.0,8.0
946.0,636.0,108.0,12.0,0.0,8.0,764.0
947.0,436.0,176.0,72.0,12.0,0.0,696.0
948.0,12.0,12.0,4.0,20.0,4.0,52.0
949.0,0.0,16.0,8.0,24.0,4.0,52.0
950.0,0.0,4.0,0.0,24.0,0.0,28.0
952.0,352.0,52.0,204.0,148.0,56.0,812.0
953.0,1656.0,652.0,344.0,116.0,184.0,2952.0
954.0,1140.0,156.0,712.0,220.0,252.0,2480.0
955.0,1372.0,188.0,720.0,316.0,192.0,2788.0
956.0,348.0,96.0,420.0,264.0,128.0,1256.0
957.0,588.0,64.0,460.0,216.0,80.0,1408.0
958.0,428.0,228.0,260.0,276.0,84.0,1276.0
959.0,436.0,84.0,284.0,196.0,104.0,1104.0
960.0,300.0,168.0,352.0,172.0,272.0,1264.0
961.0,640.0,100.0,408.0,200.0,188.0,1536.0
962.0,196.0,72.0,144.0,204.0,132.0,748.0
963.0,1012.0,192.0,296.0,324.0,128.0,1952.0
964.0,712.0,72.0,48.0,64.0,32.0,928.0
965.0,148.0,80.0,192.0,188.0,72.0,680.0
966.0,540.0,184.0,288.0,184.0,348.0,1544.0
967.0,672.0,120.0,376.0,216.0,248.0,1632.0
968.0,892.0,84.0,216.0,264.0,180.0,1636.0
969.0,900.0,164.0,476.0,404.0,768.0,2712.0
970.0,1452.0,144.0,304.0,108.0,716.0,2724.0
971.0,948.0,76.0,184.0,120.0,260.0,1588.0
972.0,560.0,148.0,300.0,328.0,260.0,1596.0
973.0,480.0,92.0,216.0,144.0,124.0,1056.0
974.0,856.0,92.0,312.0,132.0,208.0,1600.0
975.0,380.0,120.0,188.0,224.0,116.0,1028.0
976.0,508.0,48.0,308.0,112.0,80.0,1056.0
977.0,880.0,120.0,448.0,256.0,116.0,1820.0
978.0,112.0,24.0,64.0,108.0,48.0,356.0
979.0,8.0,8.0,12.0,32.0,0.0,60.0
980.0,76.0,68.0,48.0,88.0,8.0,288.0
981.0,632.0,104.0,332.0,160.0,52.0,1280.0
982.0,560.0,60.0,240.0,160.0,44.0,1064.0
983.0,556.0,308.0,176.0,184.0,64.0,1288.0
984.0,668.0,240.0,320.0,224.0,96.0,1548.0
985.0,72.0,88.0,64.0,152.0,20.0,396.0
986.0,408.0,144.0,104.0,132.0,56.0,844.0
987.0,588.0,504.0,312.0,132.0,88.0,1624.0
988.0,456.0,140.0,336.0,144.0,56.0,1132.0
989.0,556.0,496.0,388.0,164.0,56.0,1660.0
990.0,100.0,32.0,72.0,76.0,4.0,284.0
991.0,20.0,128.0,24.0,120.0,20.0,312.0
992.0,420.0,308.0,188.0,176.0,112.0,1204.0
993.0,56.0,124.0,92.0,88.0,92.0,452.0
994.0,164.0,248.0,156.0,36.0,236.0,840.0
995.0,0.0,4.0,4.0,4.0,0.0,12.0
996.0,8.0,12.0,12.0,20.0,0.0,52.0
997.0,4.0,8.0,4.0,28.0,8.0,52.0
998.0,52.0,4.0,20.0,44.0,20.0,140.0
999.0,0.0,0.0,0.0,0.0,8.0,8.0
1001.0,388.0,48.0,232.0,124.0,92.0,884.0
1002.0,208.0,64.0,88.0,80.0,32.0,472.0
1003.0,804.0,112.0,236.0,116.0,200.0,1468.0
1004.0,408.0,152.0,260.0,236.0,140.0,1196.0
1005.0,264.0,144.0,292.0,268.0,404.0,1372.0
1006.0,1656.0,136.0,568.0,244.0,544.0,3148.0
1007.0,528.0,64.0,176.0,180.0,200.0,1148.0
1008.0,632.0,144.0,240.0,140.0,200.0,1356.0
1009.0,180.0,80.0,64.0,124.0,32.0,480.0
1010.0,536.0,68.0,168.0,92.0,64.0,928.0
1011.0,1276.0,120.0,252.0,172.0,312.0,2132.0
1012.0,504.0,228.0,100.0,120.0,104.0,1056.0
1013.0,492.0,108.0,116.0,60.0,88.0,864.0
1014.0,180.0,20.0,248.0,40.0,20.0,508.0
1015.0,1348.0,120.0,692.0,224.0,552.0,2936.0
